,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7493,7523544,Modern Flat near Old Street & Canal,33836596,Jason,,Hackney,51.53756,-0.08525,Entire home/apt,140,1,0,,,1,0,0,
70504,52111368,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49020086,-0.181946528,Entire home/apt,140,1,0,,,93,308,0,
70505,52111370,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49003719,-0.179962445,Entire home/apt,140,1,0,,,93,340,0,
70506,52111375,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48979285,-0.181582784,Entire home/apt,140,1,0,,,93,324,0,
64514,49391946,Hidden Gem- The Coach house in Clapton,28974754,Beatrice,,Hackney,51.55736,-0.04595,Entire home/apt,140,2,3,8/30/2021,0.68,1,9,3,
70507,52111376,"Spacious Studio Apartments - Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49022849,-0.181743625,Entire home/apt,140,1,0,,,93,336,0,
70508,52111380,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48984044,-0.179640495,Entire home/apt,140,1,0,,,93,330,0,
70509,52111382,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49046961,-0.181640316,Entire home/apt,140,1,0,,,93,345,0,
70548,52124381,Modern studio apartment,1967808,Izabela,,Kensington and Chelsea,51.49210807,-0.19065379,Entire home/apt,140,5,0,,,21,82,0,
70502,52111359,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49058018,-0.18179895,Entire home/apt,140,1,0,,,93,309,0,
70483,52110725,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49016279,-0.180065649,Entire home/apt,140,1,0,,,93,345,0,
30807,23818826,Stunning Apartment 2 Minutes to Portobello Road,10673549,Katherine,,Kensington and Chelsea,51.51731,-0.2034,Entire home/apt,140,3,2,7/26/2018,0.05,1,0,0,
70471,52110642,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49000851,-0.18148236,Entire home/apt,140,1,0,,,93,345,0,
70477,52110691,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49029964,-0.181697896,Entire home/apt,140,1,0,,,93,349,0,
70478,52110694,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48987761,-0.180986094,Entire home/apt,140,1,0,,,93,335,0,
70479,52110703,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48973805,-0.181596484,Entire home/apt,140,1,0,,,93,314,0,
70480,52110720,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49153,-0.17957,Entire home/apt,140,1,0,,,93,342,0,
30083,23371036,Modern 2 bed 2 bath in Kensington w/Garden,163583804,Olivia And Horacio,,Kensington and Chelsea,51.4955,-0.19364,Entire home/apt,140,2,0,,,12,0,0,
70482,52110723,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49026069,-0.181500219,Entire home/apt,140,1,0,,,93,331,0,
70470,52110631,"Spacious Studio Apartments / Gym, Sauna, Jacuzzi",406524410,Roland House,,Kensington and Chelsea,51.49043682,-0.179855033,Entire home/apt,140,1,0,,,93,327,0,
70476,52110685,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.48978956,-0.181013577,Entire home/apt,140,1,0,,,93,340,0,
70473,52110652,Spacious studio flat with gym sauna and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.48968345,-0.18003718,Entire home/apt,140,1,0,,,93,351,0,
70481,52110722,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.4899362,-0.179761045,Entire home/apt,140,1,0,,,93,338,0,
65695,50063689,NICE 2 BEDROOM 2 BATHROOM FLAT IN KENSINGTON,403449605,Dania,,Kensington and Chelsea,51.49386,-0.19593,Entire home/apt,140,4,0,,,5,0,0,
30075,23368820,Studio Apartment in Kensington,105908716,Angela Walker,,Kensington and Chelsea,51.49451,-0.18831,Entire home/apt,140,3,2,9/20/2019,0.05,43,53,0,
70474,52110661,Spacious studio flat with gym spa and jacuzzi,406524410,Roland House,,Kensington and Chelsea,51.49026599,-0.179704218,Entire home/apt,140,1,0,,,93,302,0,
1782,1372060,Lovely self-contained flat in Chelsea with garden,7438253,Stephen,,Kensington and Chelsea,51.48733,-0.18425,Entire home/apt,140,4,70,11/29/2019,0.81,1,36,0,
70472,52110646,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49006214,-0.180258742,Entire home/apt,140,1,0,,,93,339,0,
43427,33939365,Superior One-bedroom Apartment,67713258,Central Hoxton Shoreditch,,Hackney,51.52995,-0.07719,Entire home/apt,141,1,27,8/22/2021,1.06,7,333,13,
56469,42800654,Superb mezzanine w/ classy buildings view balcony,228928499,Beatrix,,Kensington and Chelsea,51.51128,-0.19415,Entire home/apt,141,4,10,8/29/2021,0.58,121,59,9,
34557,26834522,Bright 1 Bed Apartment In South Kensington,73990784,Dimitris,,Kensington and Chelsea,51.49245,-0.1682,Entire home/apt,141,2,18,1/1/2019,0.47,1,0,0,
66794,50557659,Gorgeous 1 bed room apartm- Notting Hill,228928499,Beatrix,,Kensington and Chelsea,51.5094,-0.1935,Entire home/apt,141,4,0,,,121,64,0,
32323,24982193,SOUTH KENSINGTON IMMACULATE STUDIO,138932380,Kingsley,,Kensington and Chelsea,51.49357,-0.19343,Entire home/apt,141,2,16,10/11/2020,0.42,18,354,2,
54066,41233181,One Bedroom Family Apartment,67713258,Central Hoxton Shoreditch,,Hackney,51.52969,-0.07615,Entire home/apt,141,1,17,8/7/2021,1.21,7,318,11,
54654,41700832,Ivy | Earl's Court | Pro-Managed,10961046,Ivy,,Kensington and Chelsea,51.48559,-0.186,Entire home/apt,141,5,0,,,72,364,0,
12721,12097626,Loft for 6 people in Hoxton Square - Central,1425784,Cecile,,Hackney,51.52784,-0.0823,Entire home/apt,142,2,8,8/22/2021,0.17,31,242,1,
58582,44470509,Quirky Antique Apartment in Trendy Clapton,359435132,Hazem,,Hackney,51.55943,-0.06384,Entire home/apt,142,2,1,8/28/2020,0.08,1,0,0,
10975,10281626,Central London home,52878991,Eliora,,Kensington and Chelsea,51.49172,-0.15545,Entire home/apt,142,1,21,9/18/2016,0.32,3,0,0,
30244,23469887,Immaculately styled 1 BR in trendy Hackney,137094377,Veeve,,Hackney,51.54456,-0.06799,Entire home/apt,142,4,0,,,276,0,0,
32057,24767904,6 Bed Converted Victorian Terrace In Hackney,2115579,Clarise,,Hackney,51.541,-0.08165,Entire home/apt,142,2,4,8/1/2018,0.11,1,0,0,
62055,47291158,Amazing Chelsea Apartment/Close to Museums,180083574,Cristina,,Kensington and Chelsea,51.48648,-0.18021,Entire home/apt,142,2,7,8/17/2021,7.0,3,347,7,
68891,51417737,WONDERFUL 2BD FLAT WITH GREAT OUTDOORS SPACE!,372750863,James,,Hackney,51.56202,-0.07788,Entire home/apt,142,3,0,,,45,87,0,
5584,6041681,Spacious Cozy Convenient,31354172,Irina,,Kensington and Chelsea,51.4966,-0.18664,Entire home/apt,142,3,40,6/12/2019,0.6,2,360,0,
49237,38131948,Luxury Hyde Park One Bedroom London Close to Tube,23234040,Home Host,,Kensington and Chelsea,51.4959,-0.18285,Entire home/apt,142,1,0,,,50,0,0,
53030,40556836,Stunning Multi-Level Home with Large Garden!,806965,Neave,,Hackney,51.57459,-0.07771,Entire home/apt,142,2,1,12/30/2019,0.05,2,1,0,
50084,38741030,"Bright & Colourful flat w/ Balcony, Regents Canal",15507794,Timothy,,Hackney,51.53903,-0.07575,Entire home/apt,142,2,6,1/2/2020,0.26,1,0,0,
55449,42213113,Modern 2-Bed Victorian Home in Trendy Hackney,335020141,Ben,,Hackney,51.54496,-0.03383,Entire home/apt,142,2,2,10/31/2020,0.11,1,1,1,
31300,24190154,"Chic studio for 2 in Kensington, near Fulham rd",14875410,Altido,,Kensington and Chelsea,51.49173,-0.17896,Entire home/apt,143,3,23,12/16/2019,0.98,35,110,2,
28526,22316278,Notting Hill Duplex Penthouse 2bed2bath w/ Terrace,161695688,Grace And Jan,,Kensington and Chelsea,51.52141,-0.20859,Entire home/apt,143,2,52,10/25/2019,1.5,8,0,0,
6204,6604256,"Stylish & Modern 2Bed Apt, 3 stops to Shoreditch",5001930,Jm + Sophie,,Hackney,51.54479,-0.0721,Entire home/apt,143,30,18,11/27/2020,0.24,1,164,2,
59072,44991126,Deluxe Apartments in Central London,363067199,Anna,,Hackney,51.52502,-0.07993,Private room,143,1,8,9/27/2020,0.86,12,267,8,
562,446815,Perfectly located Portobello Mews House,1206753,Matthew,,Kensington and Chelsea,51.51735,-0.20519,Private room,143,5,52,4/16/2017,0.82,1,0,0,
59334,45176647,Sonder | Chelsea Green | Queen Room,224866971,Sonder (London),,Kensington and Chelsea,51.49093,-0.16737,Private room,143,2,29,9/4/2020,9.89,138,284,25,
54721,41760849,"Eardley Crescent, Earl's Court 1 bedroom sleeps 4",328437869,Michele,,Kensington and Chelsea,51.48833,-0.19665,Entire home/apt,143,7,1,8/10/2021,0.91,2,219,1,
3190,3413200,"Lovely Victorian house, Hackney",17209062,Lisa,,Hackney,51.54979,-0.04059,Entire home/apt,143,4,16,10/27/2017,0.19,1,0,0,
15189,13856344,Shared Garden Oasis in the Heart of the City,2036946,Francesco,,Kensington and Chelsea,51.49312,-0.18581,Entire home/apt,143,60,24,7/22/2021,0.4,15,0,1,
7686,7617352,Spacious 3 bedroom family home,101179,Nora,,Hackney,51.54459,-0.04071,Entire home/apt,143,2,13,7/16/2017,0.18,1,0,0,
4377,4683326,"2-bedroom flat near Old Street, Ldn",16558536,Xavier,,Hackney,51.53397,-0.08716,Entire home/apt,143,13,0,,,1,0,0,
52412,40226848,Bright & Cosy 2BD Apartment in Notting Hill!,28204115,Doron,,Kensington and Chelsea,51.51429,-0.20304,Entire home/apt,143,2,0,,,1,1,0,
34041,26387070,2Bd Penthouse w/Balcony nr Shoreditch & Old Street,23380445,Emily,,Hackney,51.53758,-0.07486,Entire home/apt,143,3,83,8/31/2021,2.87,2,73,33,
383,381467,Earls Court-London-2 Bed/2 Bath,1913410,Thanos,,Kensington and Chelsea,51.4875,-0.19608,Entire home/apt,143,2,265,7/20/2018,2.44,1,0,0,
46250,36098602,"Stunning 2 Bed Basement flat in Chelsea, London",16154811,Rosalyn,,Kensington and Chelsea,51.48005,-0.18007,Entire home/apt,143,2,7,10/21/2019,0.27,1,0,0,
23558,19743586,Charming Apartment Notting Hill,7203203,Ada,,Kensington and Chelsea,51.52364,-0.22216,Entire home/apt,143,7,18,2/28/2019,0.45,3,6,0,
4609,4854301,Chic and Cosy Shoreditch/Hoxton,7828396,Andrew,,Hackney,51.52637,-0.07988,Entire home/apt,143,2,59,1/23/2018,0.73,3,0,0,
13101,12445838,NOTTING HILL 2 bed balcony flat with shared garden,67332743,Charlotte,,Kensington and Chelsea,51.51328,-0.20568,Entire home/apt,143,4,42,9/28/2020,0.69,1,0,2,
29205,22786141,Lovely Serviced Apartment in Chelsea - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49113,-0.16552,Hotel room,144,3,9,7/14/2018,0.22,318,98,0,
40742,31731021,Studio on Sloane Avenue with 24 hour Porters - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49269,-0.16624,Hotel room,144,3,9,2/14/2019,0.28,318,98,1,
29207,22786527,Cosy Studio Apartment 10 minutes to Harrods - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49103,-0.16583,Hotel room,144,3,3,7/10/2021,0.16,318,98,2,
57070,43183725,Apartment 803 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49134,-0.16595,Entire home/apt,144,3,0,,,318,118,0,
57169,43315223,Apartment 724 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49135,-0.16591,Entire home/apt,144,3,3,10/2/2020,0.92,318,98,3,
57168,43314660,Apartment 822 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49127,-0.1645,Entire home/apt,144,3,2,6/8/2021,2.0,318,98,2,
57203,43369787,Apartment 638 - New Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49318,-0.16568,Entire home/apt,144,3,2,4/25/2021,0.37,318,98,2,
29206,22786332,Modern Flat - nice building - Sloane Square - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49119,-0.16484,Hotel room,144,3,3,9/16/2018,0.08,318,98,0,
57073,43184219,Apartment 805 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49284,-0.16414,Entire home/apt,144,3,1,10/3/2020,0.09,318,98,1,
40744,31731302,Studio - Sloane Avenue - 24hr Security - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49329,-0.16412,Hotel room,144,3,4,5/26/2021,0.13,318,106,2,
40746,31731881,New Studio Apt - 2 minutes to Sloane Square - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49106,-0.1661,Hotel room,144,3,13,3/15/2020,0.41,318,92,2,
41845,32657220,Studio Apt - 4 Guests - London SW3 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49304,-0.16408,Hotel room,144,2,19,1/26/2020,0.68,318,77,2,
57028,43139406,"Beautiful flat in Chelsea, justoff the Kings Road",343427710,Matthew,,Kensington and Chelsea,51.48303,-0.17297,Entire home/apt,144,5,0,,,1,179,0,
32384,25041898,Studio Apartment - Nell Gwynn House - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49168,-0.16591,Hotel room,144,3,2,5/31/2021,0.54,318,98,2,
32383,25041576,Studio Apt w/ Double SofaBed - Sleeps 4 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49333,-0.16457,Hotel room,144,3,0,,,318,91,0,
32382,25041408,Studio Apt - Nell Gwynn House - Sleeps 4 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49195,-0.16426,Hotel room,144,3,4,5/23/2018,0.12,318,98,0,
32350,25004358,Inviting 1 Bed Flat in the Heart of Notting Hill,188903376,Susannah,,Kensington and Chelsea,51.51198,-0.1984,Entire home/apt,144,5,9,10/30/2018,0.24,1,0,0,
69800,51798635,Apartment 001 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49113,-0.1655,Entire home/apt,144,3,0,,,318,86,0,
42268,32983526,☆Impressive loft in the heart of Kensington Zone 1,228928499,Beatrix,,Kensington and Chelsea,51.49671,-0.1872,Entire home/apt,144,4,12,6/9/2019,0.4,121,0,1,
5075,5412911,Stunning house for a perfect stay,19680548,Annette,,Hackney,51.54121,-0.05603,Entire home/apt,144,14,12,1/6/2017,0.19,1,79,1,
69174,51518520,Chic 1 bed in Clapton with terrace & office,342043938,Jenni,,Hackney,51.55194,-0.05431,Entire home/apt,144,1,1,8/29/2021,1.0,1,335,1,
41849,32657999,Large 4 Guest Studio - SW3 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49174,-0.16579,Hotel room,144,2,22,12/12/2019,0.78,318,77,0,
57046,43146883,Apartment 501 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49105,-0.16393,Entire home/apt,144,3,5,7/20/2021,0.35,318,68,4,
41847,32657674,Studio w/SofaBed - Chelsea - Sloane Square - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49289,-0.16378,Hotel room,144,2,9,2/23/2020,0.43,318,77,0,
41844,32656976,Large Studio - w/Sofabed - Chelsea SW3 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49314,-0.16574,Hotel room,144,3,11,8/17/2021,0.43,318,98,4,
41842,32656683,Spacious Studio - Sloane Avenue - 4 Guests - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.4933,-0.16563,Hotel room,144,3,1,3/8/2020,0.05,318,98,0,
41841,32656521,Lovely Studio - Dbl Bed & Sofabed - 4 Guests - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49343,-0.16407,Hotel room,144,3,1,10/13/2019,0.04,318,98,0,
41839,32656055,Studio - 4 Guests - w/Sofa Bed - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49276,-0.16358,Hotel room,144,2,18,10/20/2019,0.73,318,77,0,
56028,42552014,Super one bedroom apartment available in Fulham,278290677,Hussam,,Kensington and Chelsea,51.48729,-0.18226,Entire home/apt,144,5,0,,,2,89,0,
29212,22787399,Peaceful Apartment just off the King's Road - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49177,-0.16421,Hotel room,144,3,1,1/20/2019,0.03,318,98,0,
29211,22787197,Stylish Flat in Chelsea and Kensington - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.4927,-0.16382,Hotel room,144,3,1,5/27/2018,0.02,318,83,0,
57001,43121424,Apartment 830 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49119,-0.16604,Entire home/apt,144,3,2,12/21/2020,1.02,318,98,2,
57004,43122113,Apartment 832 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49319,-0.16466,Entire home/apt,144,3,3,8/9/2021,0.95,318,98,3,
41846,32657447,Modern Studio - Near Kings Road - SW3 - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49326,-0.1654,Hotel room,144,3,6,4/21/2019,0.2,318,98,0,
64179,49166650,Apartment 138 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49321,-0.1643,Entire home/apt,144,3,4,8/2/2021,1.38,318,97,4,
29225,22793419,Top Location - 5 mins from Sloane Square - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49136,-0.16474,Hotel room,144,2,19,5/28/2019,0.58,318,77,0,
60222,45699146,Sonder | Private Room Near Kensington Palace | Weekly Discounts,224866971,Sonder (London),,Kensington and Chelsea,51.50078,-0.18722,Private room,144,2,3,6/24/2021,0.7,138,292,3,
60930,46188686,Apartment 612 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49285,-0.16367,Entire home/apt,144,3,8,8/15/2021,0.78,318,96,8,
60763,46070052,Apartment 911 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49148,-0.16621,Entire home/apt,144,3,5,12/19/2020,0.48,318,98,5,
63733,48908397,Apartment 904 - Modern One Bedroom Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.4925,-0.16619,Entire home/apt,144,3,3,8/17/2021,1.22,318,98,3,
62728,48178799,Apartment 828 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49109,-0.16442,Entire home/apt,144,3,6,3/26/2021,1.29,318,76,6,
60761,46069697,Apartment 902 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49109,-0.16529,Entire home/apt,144,3,4,8/4/2021,1.9,318,96,4,
60224,45699569,Sonder *Weekly Discounts* Room Near Kensington Palace,224866971,Sonder (London),,Kensington and Chelsea,51.5006,-0.18528,Private room,144,2,20,8/25/2021,3.45,138,292,20,
60936,46190263,Apartment 815 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49331,-0.16457,Entire home/apt,144,3,2,7/20/2021,0.41,318,98,2,
63722,48896082,Apartment 720 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49118,-0.16538,Entire home/apt,144,3,4,8/15/2021,0.76,318,98,4,
28143,22102228,Beautiful serviced apartment in Chelsea - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49114,-0.16475,Hotel room,144,3,15,9/22/2019,0.56,318,91,4,
35856,27718154,Long Stay Discounts - Stylish 1 bed in Chelsea,27572615,Emily,,Kensington and Chelsea,51.48386,-0.18742,Entire home/apt,144,4,11,10/12/2019,0.31,130,0,0,
1642,1230615,Designer Kensington Apartment,2041054,John,,Kensington and Chelsea,51.494,-0.18919,Entire home/apt,144,3,179,8/14/2021,2.07,2,272,2,
59929,45529847,Sonder | Private Room Near Whole Foods Market | Weekly Discounts,224866971,Sonder (London),,Kensington and Chelsea,51.50179,-0.18517,Private room,144,2,25,6/23/2021,2.77,138,292,25,
35610,27561753,Stunning 3 Bed Apartment on Portobello Road,81930430,Pushaun,,Kensington and Chelsea,51.51893,-0.20706,Entire home/apt,144,2,24,12/31/2018,0.66,2,0,0,
35293,27384643,Spacious 2BR flat in Dalston!,206372804,Portia,,Hackney,51.54906,-0.06556,Entire home/apt,144,3,6,4/14/2019,0.18,1,0,0,
28144,22102335,Spacious Serviced Apartment on Sloane Avenue - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49311,-0.16379,Hotel room,144,3,3,3/26/2018,0.08,318,98,0,
65648,50032514,Large 2 Bedroom Modern Apartment,10368221,Ed,,Hackney,51.53717,-0.0736,Entire home/apt,144,7,2,6/23/2021,0.69,1,314,2,
63542,48823331,CAPITAL | Luxury Apartment by Sloane Square - DP10,48165024,Capital Residencies,,Kensington and Chelsea,51.49062,-0.16129,Entire home/apt,144,2,1,8/24/2021,1.0,318,294,1,
62725,48178165,Apartment 007 - Modern Studio Apartment - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.4933,-0.16567,Entire home/apt,144,3,0,,,318,80,0,
273,312761,Spacious Central London Apartment by Hoxton Square,1608226,Pippa,,Hackney,51.52704,-0.08129,Entire home/apt,144,21,83,8/7/2019,3.41,2,79,0,
24892,20405481,Large Studio Apartment in Nell Gwynn House - NGH,48165024,Capital Residencies,,Kensington and Chelsea,51.49303,-0.16442,Hotel room,144,3,18,7/15/2021,0.43,318,98,1,
